"","X","Y"
"1",-0.213451738132333,-0.272947642304341
"2",-0.06733450214013,-0.265119702035608
"3",0.772744455976492,0.321329744950981
"4",-0.287234656510122,-0.408984415335787
"5",-0.134500003783045,0.0774602291824214
"6",0.0812236075188252,0.00891326822681343
"7",0.181647559382626,0.114100819429417
"8",-0.107027144980874,-0.351216676389195
"9",0.618529749138208,0.682263916042657
"10",-0.0115149713253217,-0.0381464245988583
"11",0.23475552281775,0.122596333745222
"12",0.210603951472668,0.143145555268596
"13",0.100086137218421,-0.0852967666896358
"14",-0.454196794455473,-0.430538436986997
"15",0.509054050835714,0.478239018430897
"16",-0.586754780193852,-0.791746736962159
"17",0.384154018444968,0.37170905756651
"18",-0.143987151294935,-0.10718487294505
"19",0.147721792721033,0.463225970636144
"20",0.314251404504311,0.153368967921191
"21",0.624552427483262,0.664217628959597
"22",-0.248747272372498,-0.477767655612012
"23",0.347511255252058,0.603726098242386
"24",0.764161293121114,0.625853424957094
"25",0.00955010840665992,0.150288296654583
"26",-0.623583068208825,-0.573677302405569
"27",0.121557445925014,0.193706995490863
"28",-0.0611088053731885,-0.0738395558914863
"29",0.175691434078994,0.0814032223490398
"30",0.342494716158669,0.120310741688204
"31",0.387158229157704,0.0681044178235601
"32",-0.138851577596826,0.0490584843974895
"33",0.225693588938509,0.178652162406185
"34",-0.0820737537336224,0.0753337901877133
"35",-0.41485639839717,-0.210463961558335
"36",-0.287152172672697,-0.173737968094882
"37",-0.543687408022276,-0.528566471255265
"38",-0.193556187782288,-0.224748609216571
"39",-0.143483536229828,-0.156001192384166
"40",-0.136482818831843,-0.120826501340677
"41",-0.115596690102691,-0.350307883163485
"42",-0.206257290695658,-0.574698560016941
"43",-0.0965341248730235,-0.41533483573014
"44",0.590357986233603,0.560928973826884
"45",0.262697077660382,0.200914096752458
"46",0.4849990663193,0.534745933236301
"47",-0.0725304164354035,-0.167491519854309
"48",0.00758357001118746,0.0986636386100359
"49",-0.106060461739443,-0.285676427398954
"50",-0.384778061172398,-0.272768543567674
"51",-0.173584718113865,-0.302990498648205
"52",0.524438936550155,0.574562277609409
"53",-0.176120194231987,-0.184917777010364
"54",0.315717752466149,0.239121510012938
"55",-0.191744192522323,-0.105969787653966
"56",-0.487539230904742,-0.574994892201453
"57",-0.12461267346231,-0.148065273833749
"58",0.225721612153154,0.500202836795571
"59",0.429011842115914,0.392933709864113
"60",0.44244138272534,0.486059384995122
"61",-0.338559329840634,-0.498920161010689
"62",0.550385703723397,0.575292715000123
"63",-0.231892607061791,-0.224225992990131
"64",-0.178725833257171,-0.034634788264018
"65",0.064838210436475,0.249471282303334
"66",-0.389399307989455,-0.169513784325867
"67",-0.328471588491641,-0.5012868802932
"68",-0.0789359265732863,-0.140693632221677
"69",0.0845658555558367,0.174551771027039
"70",-0.251942499207561,-0.405618850067588
"71",-0.570867222767131,-0.0742105912682049
"72",0.0859223264981999,0.259698585562378
"73",-0.0386311155070403,0.0686739124844526
"74",-0.0220944816721749,-0.0316162443074939
"75",0.0142959312471145,0.0172791533457373
"76",-0.0643869543784723,-0.343750084994488
"77",0.356406632516186,0.316739864391157
